Date,Product,Menu,Type,Price,Unit,Total
2021-04-28,擂茶,ランチメニュー,ご飯,1100,3,3300
2021-04-28,黒ゴマのお汁粉芝麻糊,テイクアウト,デザート,400,4,1600
2021-05-06,エビ麺,ランチメニュー,麺,1210,1,1210
2021-05-06,カレーラクサ麺,ランチメニュー,麺,990,4,3960
2021-05-06,ナシレマッ,ランチメニュー,ご飯,990,2,1980
2021-05-06,醤油チキンライス,ランチメニュー,ご飯,990,4,3960
2021-05-06,コーヒー,ランチメニュー,セットドリンク,165,4,660
2021-05-06,エビ麺,テイクアウト,麺,1188,1,1188
2021-05-06,醤油チキンライス,テイクアウト,ご飯,972,1,972
2021-05-06,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,5,4950
2021-05-06,テータリック,ランチメニュー,セットドリンク,165,2,330
2021-05-06,ミロ,ランチメニュー,セットドリンク,165,1,165
2021-05-06,替玉,ディナーメニュー,麺,220,1,220
2021-05-06,擂茶,ランチメニュー,ご飯,1100,5,5500
2021-05-06,ピーナッツのお汁粉花生糊,ディナーメニュー,デザート,400,1,400
2021-05-07,エビ麺,ランチメニュー,麺,1210,2,2420
2021-05-07,ナシレマッ,ランチメニュー,ご飯,990,3,2970
2021-05-07,醤油チキンライス,ランチメニュー,ご飯,990,2,1980
2021-05-07,紅茶,ランチメニュー,セットドリンク,165,1,165
2021-05-07,コーヒー,ランチメニュー,セットドリンク,165,1,165
2021-05-07,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,1,990
2021-05-07,テータリック,ランチメニュー,セットドリンク,165,2,330
2021-05-07,スープパンミー,ランチメニュー,麺,1100,1,1100
2021-05-08,カレーラクサ麺,ディナーメニュー,麺,1210,2,2420
2021-05-08,ナシレマッ,ディナーメニュー,ご飯,1210,2,2420
2021-05-08,南乳唐揚げ豚,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-05-08,手羽先の塩卵唐揚げ,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,2,1540
2021-05-08,チキンライス,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,220,1,220
2021-05-08,マレーシア風漬物,ディナーメニュー,おつまみ,385,1,385
2021-05-08,テータリック,ディナーメニュー,ドリンク,385,2,770
2021-05-08,ﾊﾟﾝﾀﾞﾝｼﾌｫﾝｹｰｷ,テイクアウト,デザート,540,2,1080
2021-05-08,ホワイト単品,アフタヌーンティー,単品,320,1,320
2021-05-08,ダルゴナコーヒー,ディナーメニュー,ドリンク,550,1,550
2021-05-08,フルーツ・ロジャ,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-05-08,スープパンミー,ディナーメニュー,麺,1320,2,2640
2021-05-10,ナシレマッ,ランチメニュー,ご飯,990,2,1980
2021-05-10,醤油チキンライス,ランチメニュー,ご飯,990,2,1980
2021-05-10,紅茶,ランチメニュー,セットドリンク,165,1,165
2021-05-10,コーヒー,ランチメニュー,セットドリンク,165,1,165
2021-05-10,オレンジジュース,ランチメニュー,セットドリンク,165,1,165
2021-05-10,ナシレマッ,テイクアウト,ご飯,972,2,1944
2021-05-10,醤油チキンライス,テイクアウト,ご飯,972,1,972
2021-05-10,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,3,2970
2021-05-10,テータリック,ランチメニュー,セットドリンク,165,6,990
2021-05-10,シフォンケーキ単品,アフタヌーンティー,単品,550,1,550
2021-05-10,テータリック,テイクアウト,ﾗﾝﾁセットドリンク,162,1,162
2021-05-10,ダルゴナコーヒー,ディナーメニュー,ドリンク,550,2,1100
2021-05-10,擂茶,ランチメニュー,ご飯,1100,3,3300
2021-05-10,スープパンミー,ランチメニュー,麺,1100,1,1100
2021-05-11,エビ麺,ランチメニュー,麺,1210,3,3630
2021-05-11,カレーラクサ麺,ランチメニュー,麺,990,4,3960
2021-05-11,ナシレマッ,ランチメニュー,ご飯,990,2,1980
2021-05-11,醤油チキンライス,ランチメニュー,ご飯,990,1,990
2021-05-11,ナシレマッ,テイクアウト,ご飯,972,1,972
2021-05-11,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,6,5940
2021-05-11,テータリック,ランチメニュー,セットドリンク,165,4,660
2021-05-11,擂茶,ランチメニュー,ご飯,1100,1,1100
2021-05-11,スープパンミー,ランチメニュー,麺,1100,3,3300
2021-05-12,エビ麺,ランチメニュー,麺,1210,1,1210
2021-05-12,カレーラクサ麺,ランチメニュー,麺,990,2,1980
2021-05-12,ナシレマッ,ランチメニュー,ご飯,990,4,3960
2021-05-12,醤油チキンライス,ランチメニュー,ご飯,990,3,2970
2021-05-12,コーヒー,ランチメニュー,セットドリンク,165,4,660
2021-05-12,醤油チキンライス,テイクアウト,ご飯,972,3,2916
2021-05-12,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,7,6930
2021-05-12,テータリック,ランチメニュー,セットドリンク,165,3,495
2021-05-12,ライムティー,ディナーメニュー,ドリンク,495,2,990
2021-05-12,擂茶,ランチメニュー,ご飯,1100,1,1100
2021-05-12,黒ゴマのお汁粉芝麻糊,ディナーメニュー,デザート,400,2,800
2021-05-12,スープパンミー,ランチメニュー,麺,1100,3,3300
2021-05-13,エビ麺,ランチメニュー,麺,1210,1,1210
2021-05-13,ナシレマッ,ランチメニュー,ご飯,990,5,4950
2021-05-13,エビ麺,テイクアウト,麺,1188,1,1188
2021-05-13,カレーラクサ麺,テイクアウト,麺,972,1,972
2021-05-13,ナシレマッ,テイクアウト,ご飯,972,1,972
2021-05-13,醤油チキンライス,テイクアウト,ご飯,972,2,1944
2021-05-13,テータリック,ランチメニュー,セットドリンク,165,1,165
2021-05-13,ドラゴンフルーツシャーベット,ディナーメニュー,デザート,385,1,385
2021-05-13,擂茶,ランチメニュー,ご飯,1100,1,1100
2021-05-13,タンブラーバッグ,雑貨,トートバッグ,759,1,759
2021-05-13,スープパンミー,ランチメニュー,麺,1100,2,2200
2021-05-13,黒ゴマのお汁粉芝麻糊,テイクアウト,デザート,400,1,400
2021-05-13,ピーナッツのお汁粉花生糊,テイクアウト,デザート,400,1,400
2021-05-14,エビ麺,ランチメニュー,麺,1210,2,2420
2021-05-14,カレーラクサ麺,ランチメニュー,麺,990,1,990
2021-05-14,ナシレマッ,ランチメニュー,ご飯,990,5,4950
2021-05-14,醤油チキンライス,ランチメニュー,ご飯,990,1,990
2021-05-14,コーヒー,ランチメニュー,セットドリンク,165,2,330
2021-05-14,テータリック,ディナーメニュー,ドリンク,385,1,385
2021-05-14,紅茶,ディナーメニュー,ドリンク,385,1,385
2021-05-14,カレーラクサ麺,テイクアウト,麺,972,1,972
2021-05-14,ナシレマッ,テイクアウト,ご飯,972,2,1944
2021-05-14,醤油チキンライス,テイクアウト,ご飯,972,3,2916
2021-05-14,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,5,4950
2021-05-14,テータリック,ランチメニュー,セットドリンク,165,4,660
2021-05-14,シフォンケーキ元用,テイクアウト,弁当,540,1,540
2021-05-14,テータリック,テイクアウト,ドリンク単品,378,1,378
2021-05-14,ライムティー,テイクアウト,ドリンク単品,486,1,486
2021-05-14,擂茶,ランチメニュー,ご飯,1100,3,3300
2021-05-14,ピーナッツのお汁粉花生糊,ディナーメニュー,デザート,400,1,400
2021-05-14,スープパンミー,ランチメニュー,麺,1100,1,1100
2021-05-14,黒ゴマのお汁粉芝麻糊,テイクアウト,デザート,400,2,800
2021-05-14,ピーナッツのお汁粉花生糊,テイクアウト,デザート,400,2,800
2021-05-14,参加費,イベント,イベント参加費,2000,13,26000
2021-05-15,ナシレマッ,ランチメニュー,ご飯,990,1,990
2021-05-15,エビ麺,ディナーメニュー,麺,1430,4,5720
2021-05-15,カレーラクサ麺,ディナーメニュー,麺,1210,8,9680
2021-05-15,ナシレマッ,ディナーメニュー,ご飯,1210,5,6050
2021-05-15,醤油チキンライス,ディナーメニュー,ご飯,1210,2,2420
2021-05-15,野菜春雨炒め,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-05-15,南乳唐揚げ豚,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,3,2310
2021-05-15,手羽先の塩卵唐揚げ,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-05-15,揚げ饅頭ｶﾚｰﾁｷﾝ付,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-05-15,仙草ゼリー,ディナーメニュー,デザート,385,1,385
2021-05-15,ﾊﾟﾝﾀﾞﾝｼﾌｫﾝｹｰｷ,ディナーメニュー,デザート,550,1,550
2021-05-15,テータリック,ディナーメニュー,ドリンク,385,11,4235
2021-05-15,紅茶,ディナーメニュー,ドリンク,385,1,385
2021-05-15,コーヒー,ディナーメニュー,ドリンク,385,1,385
2021-05-15,コーラ,ディナーメニュー,ドリンク,330,1,330
2021-05-15,ミロ,ディナーメニュー,ドリンク,385,1,385
2021-05-15,ナシレマッ,テイクアウト,ご飯,972,1,972
2021-05-15,肉詰め厚揚げ,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-05-15,ホワイト単品,アフタヌーンティー,単品,320,3,960
2021-05-15,全粒粉単品,アフタヌーンティー,単品,385,3,1155
2021-05-15,シフォンケーキ元用,テイクアウト,弁当,540,1,540
2021-05-15,替玉,ディナーメニュー,麺,220,1,220
2021-05-15,ライムティー,ディナーメニュー,ドリンク,495,1,495
2021-05-15,擂茶,ランチメニュー,ご飯,1100,1,1100
2021-05-15,擂茶,ディナーメニュー,ご飯,1320,2,2640
2021-05-15,黒ゴマのお汁粉芝麻糊,ディナーメニュー,デザート,400,2,800
2021-05-15,ピーナッツのお汁粉花生糊,ディナーメニュー,デザート,400,2,800
2021-05-15,ピサン・ゴレン,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,2,1540
2021-05-15,フルーツ・ロジャ,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,3,2310
2021-05-15,スープパンミー,ディナーメニュー,麺,1320,1,1320
2021-05-15,半熟卵,アフタヌーンティー,単品,55,2,110
2021-05-18,エビ麺,ランチメニュー,麺,1210,2,2420
2021-05-18,カレーラクサ麺,ランチメニュー,麺,990,7,6930
2021-05-18,ナシレマッ,ランチメニュー,ご飯,990,5,4950
2021-05-18,醤油チキンライス,ランチメニュー,ご飯,990,3,2970
2021-05-18,紅茶,ランチメニュー,セットドリンク,165,2,330
2021-05-18,コーヒー,ランチメニュー,セットドリンク,165,1,165
2021-05-18,ナシレマッ,テイクアウト,ご飯,972,1,972
2021-05-18,醤油チキンライス,テイクアウト,ご飯,972,1,972
2021-05-18,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,4,3960
2021-05-18,テータリック,ランチメニュー,セットドリンク,165,4,660
2021-05-18,ミロ,ランチメニュー,セットドリンク,165,1,165
2021-05-18,コーヒー,アフタヌーンティー,セットドリンク,165,1,165
2021-05-18,替玉,ディナーメニュー,麺,220,2,440
2021-05-18,擂茶,ランチメニュー,ご飯,1100,5,5500
2021-05-18,スープパンミー,ランチメニュー,麺,1100,5,5500
2021-05-19,ナシレマッ,ランチメニュー,ご飯,990,5,4950
2021-05-19,醤油チキンライス,ランチメニュー,ご飯,990,3,2970
2021-05-19,紅茶,ランチメニュー,セットドリンク,165,1,165
2021-05-19,コーヒー,ランチメニュー,セットドリンク,165,1,165
2021-05-19,醤油チキンライス,テイクアウト,ご飯,972,1,972
2021-05-19,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,5,4950
2021-05-19,テータリック,ランチメニュー,セットドリンク,165,1,165
2021-05-19,ミロ,アフタヌーンティー,セットドリンク,165,1,165
2021-05-19,擂茶,ランチメニュー,ご飯,1100,2,2200
2021-05-19,スープパンミー,ランチメニュー,麺,1100,3,3300
2021-05-20,エビ麺,ランチメニュー,麺,1210,1,1210
2021-05-20,カレーラクサ麺,ランチメニュー,麺,990,4,3960
2021-05-20,ナシレマッ,ランチメニュー,ご飯,990,4,3960
2021-05-20,醤油チキンライス,ランチメニュー,ご飯,990,1,990
2021-05-20,醤油チキンライス,テイクアウト,ご飯,972,1,972
2021-05-20,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,2,1980
2021-05-20,テータリック,ランチメニュー,セットドリンク,165,2,330
2021-05-20,替玉,ディナーメニュー,麺,220,1,220
2021-05-20,ライムティー,ディナーメニュー,ドリンク,495,1,495
2021-05-20,擂茶,ランチメニュー,ご飯,1100,4,4400
2021-05-20,ピーナッツのお汁粉花生糊,ディナーメニュー,デザート,400,1,400
2021-05-20,スープパンミー,ランチメニュー,麺,1100,4,4400
2021-05-21,カレーラクサ麺,ランチメニュー,麺,990,2,1980
2021-05-21,ナシレマッ,ランチメニュー,ご飯,990,6,5940
2021-05-21,醤油チキンライス,ランチメニュー,ご飯,990,3,2970
2021-05-21,コーヒー,ランチメニュー,セットドリンク,165,2,330
2021-05-21,ココナッツライス,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,220,1,220
2021-05-21,オールフリー瓶,ディナーメニュー,ドリンク,440,2,880
2021-05-21,カレーラクサ麺,テイクアウト,麺,972,1,972
2021-05-21,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,4,3960
2021-05-21,テータリック,ランチメニュー,セットドリンク,165,3,495
2021-05-21,ミロ,ランチメニュー,セットドリンク,165,1,165
2021-05-21,擂茶,ランチメニュー,ご飯,1100,1,1100
2021-05-21,スープパンミー,ランチメニュー,麺,1100,1,1100
2021-05-22,エビ麺,ディナーメニュー,麺,1430,3,4290
2021-05-22,カレーラクサ麺,ディナーメニュー,麺,1210,3,3630
2021-05-22,ナシレマッ,ディナーメニュー,ご飯,1210,3,3630
2021-05-22,南乳唐揚げ豚,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-05-22,手羽先の塩卵唐揚げ,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,2,1540
2021-05-22,テータリック,ディナーメニュー,ドリンク,385,5,1925
2021-05-22,コーヒー,ディナーメニュー,ドリンク,385,1,385
2021-05-22,ミロ,ディナーメニュー,ドリンク,385,1,385
2021-05-22,カレーラクサ麺,テイクアウト,麺,972,1,972
2021-05-22,ホワイト単品,アフタヌーンティー,単品,320,2,640
2021-05-22,擂茶,ディナーメニュー,ご飯,1320,2,2640
2021-05-22,ピーナッツのお汁粉花生糊,ディナーメニュー,デザート,400,1,400
2021-05-22,フルーツ・ロジャ,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-05-22,揚げワンタン,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-05-22,スープパンミー,ディナーメニュー,麺,1320,2,2640
2021-05-22,スープパンミー,テイクアウト,弁当,1080,1,1080
2021-05-22,お子様セット,ディナーメニュー,ご飯,770,1,770
2021-05-24,エビ麺,ランチメニュー,麺,1210,1,1210
2021-05-24,カレーラクサ麺,ランチメニュー,麺,990,3,2970
2021-05-24,ナシレマッ,ランチメニュー,ご飯,990,4,3960
2021-05-24,醤油チキンライス,ランチメニュー,ご飯,990,7,6930
2021-05-24,紅茶,ランチメニュー,セットドリンク,165,1,165
2021-05-24,コーヒー,ランチメニュー,セットドリンク,165,4,660
2021-05-24,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,5,4950
2021-05-24,テータリック,ランチメニュー,セットドリンク,165,3,495
2021-05-24,擂茶,ランチメニュー,ご飯,1100,2,2200
2021-05-24,スープパンミー,ランチメニュー,麺,1100,4,4400
2021-05-25,エビ麺,ランチメニュー,麺,1210,3,3630
2021-05-25,カレーラクサ麺,ランチメニュー,麺,990,4,3960
2021-05-25,ナシレマッ,ランチメニュー,ご飯,990,5,4950
2021-05-25,醤油チキンライス,ランチメニュー,ご飯,990,5,4950
2021-05-25,紅茶,ランチメニュー,セットドリンク,165,1,165
2021-05-25,コーヒー,ランチメニュー,セットドリンク,165,2,330
2021-05-25,醤油チキンライス,テイクアウト,ご飯,972,1,972
2021-05-25,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,5,4950
2021-05-25,テータリック,ランチメニュー,セットドリンク,165,4,660
2021-05-25,ミロ,ランチメニュー,セットドリンク,165,1,165
2021-05-25,緑茶,ランチメニュー,セットドリンク,165,3,495
2021-05-25,替玉,ディナーメニュー,麺,220,1,220
2021-05-25,擂茶,ランチメニュー,ご飯,1100,2,2200
2021-05-25,スープパンミー,ランチメニュー,麺,1100,3,3300
2021-05-26,カレーラクサ麺,ランチメニュー,麺,990,4,3960
2021-05-26,ナシレマッ,ランチメニュー,ご飯,990,5,4950
2021-05-26,醤油チキンライス,ランチメニュー,ご飯,990,6,5940
2021-05-26,コーヒー,ランチメニュー,セットドリンク,165,1,165
2021-05-26,ﾊﾟﾝﾀﾞﾝｼﾌｫﾝｹｰｷ,ディナーメニュー,デザート,550,1,550
2021-05-26,テータリック,ディナーメニュー,ドリンク,385,1,385
2021-05-26,カレーラクサ麺,テイクアウト,麺,972,1,972
2021-05-26,ナシレマッ,テイクアウト,ご飯,972,1,972
2021-05-26,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,5,4950
2021-05-26,テータリック,ランチメニュー,セットドリンク,165,6,990
2021-05-26,ミロ,ランチメニュー,セットドリンク,165,1,165
2021-05-26,擂茶,ランチメニュー,ご飯,1100,2,2200
2021-05-26,タンブラーバッグ,雑貨,トートバッグ,759,1,759
2021-05-26,黒ゴマのお汁粉芝麻糊,ディナーメニュー,デザート,400,1,400
2021-05-26,ピーナッツのお汁粉花生糊,ディナーメニュー,デザート,400,2,800
2021-05-26,スープパンミー,ディナーメニュー,麺,1320,1,1320
2021-05-26,スープパンミー,ランチメニュー,麺,1100,6,6600
2021-05-26,お子様セット,ランチメニュー,ご飯,770,1,770
2021-05-27,カレーラクサ麺,ランチメニュー,麺,990,2,1980
2021-05-27,醤油チキンライス,ランチメニュー,ご飯,990,3,2970
2021-05-27,紅茶,ランチメニュー,セットドリンク,165,1,165
2021-05-27,コーヒー,ランチメニュー,セットドリンク,165,1,165
2021-05-27,ﾊﾟﾝﾀﾞﾝｼﾌｫﾝｹｰｷ,ディナーメニュー,デザート,550,1,550
2021-05-27,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,5,4950
2021-05-27,テータリック,ランチメニュー,セットドリンク,165,3,495
2021-05-27,ミロ,ランチメニュー,セットドリンク,165,1,165
2021-05-27,ドラゴンフルーツシャーベット,ディナーメニュー,デザート,385,1,385
2021-05-27,擂茶,ランチメニュー,ご飯,1100,1,1100
2021-05-27,スープパンミー,ランチメニュー,麺,1100,2,2200
2021-05-28,カレーラクサ麺,ランチメニュー,麺,990,8,7920
2021-05-28,ナシレマッ,ランチメニュー,ご飯,990,5,4950
2021-05-28,醤油チキンライス,ランチメニュー,ご飯,990,4,3960
2021-05-28,カレーラクサ麺,ディナーメニュー,麺,1210,1,1210
2021-05-28,ナシレマッ,ディナーメニュー,ご飯,1210,1,1210
2021-05-28,南乳唐揚げ豚,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-05-28,手羽先の塩卵唐揚げ,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,761,3,2282
2021-05-28,ココナッツライス,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,220,1,220
2021-05-28,ミロ,ディナーメニュー,ドリンク,385,2,770
2021-05-28,カレーラクサ麺,テイクアウト,麺,972,2,1944
2021-05-28,ナシレマッ,テイクアウト,ご飯,972,1,972
2021-05-28,醤油チキンライス,テイクアウト,ご飯,972,1,972
2021-05-28,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,5,4950
2021-05-28,テータリック,ランチメニュー,セットドリンク,165,7,1155
2021-05-28,Wﾊﾟﾝﾀﾞﾝｼﾌｫﾝｹｰｷ,テイクアウト,デザート,3240,4,12960
2021-05-28,ホワイト単品,アフタヌーンティー,単品,320,1,320
2021-05-28,ホワイト単品,テイクアウト,弁当,315,1,315
2021-05-28,擂茶,ランチメニュー,ご飯,1100,4,4400
2021-05-28,ピーナッツのお汁粉花生糊,ディナーメニュー,デザート,400,1,400
2021-05-28,スープパンミー,ディナーメニュー,麺,1320,1,1320
2021-05-28,スープパンミー,ランチメニュー,麺,1100,8,8800
2021-05-28,ピーナッツのお汁粉花生糊,テイクアウト,デザート,400,1,400
2021-05-29,カレーラクサ麺,ディナーメニュー,麺,1210,3,3630
2021-05-29,ナシレマッ,ディナーメニュー,ご飯,1210,6,7260
2021-05-29,醤油チキンライス,ディナーメニュー,ご飯,1210,1,1210
2021-05-29,茹で野菜自家製ソース,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-05-29,揚げ饅頭ｶﾚｰﾁｷﾝ付,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,2,1540
2021-05-29,テータリック,ディナーメニュー,ドリンク,385,5,1925
2021-05-29,緑茶,ディナーメニュー,ドリンク,330,1,330
2021-05-29,醤油チキンライス,テイクアウト,ご飯,972,1,972
2021-05-29,ドラゴンフルーツシャーベット,ディナーメニュー,デザート,385,1,385
2021-05-29,替玉,ディナーメニュー,麺,220,2,440
2021-05-29,ライムティー,ディナーメニュー,ドリンク,495,1,495
2021-05-29,擂茶,ディナーメニュー,ご飯,1320,1,1320
2021-05-29,黒ゴマのお汁粉芝麻糊,ディナーメニュー,デザート,400,1,400
2021-05-29,ピーナッツのお汁粉花生糊,ディナーメニュー,デザート,400,1,400
2021-05-29,ピサン・ゴレン,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-05-29,スープパンミー,ディナーメニュー,麺,1320,2,2640
2021-05-29,お子様セット,テイクアウト,弁当,756,1,756
2021-05-31,カレーラクサ麺,ランチメニュー,麺,990,3,2970
2021-05-31,ナシレマッ,ランチメニュー,ご飯,990,7,6930
2021-05-31,醤油チキンライス,ランチメニュー,ご飯,990,4,3960
2021-05-31,ナシレマッ,ディナーメニュー,ご飯,1210,1,1210
2021-05-31,ミロ,ディナーメニュー,ドリンク,385,2,770
2021-05-31,カレーラクサ麺,テイクアウト,麺,972,1,972
2021-05-31,醤油チキンライス,テイクアウト,ご飯,972,2,1944
2021-05-31,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,5,4950
2021-05-31,テータリック,ランチメニュー,セットドリンク,165,4,660
2021-05-31,ミロ,ランチメニュー,セットドリンク,165,1,165
2021-05-31,擂茶,ランチメニュー,ご飯,1100,3,3300
2021-05-31,タンブラーバッグ,雑貨,トートバッグ,759,1,759
2021-05-31,スープパンミー,ディナーメニュー,麺,1320,1,1320
2021-05-31,スープパンミー,ランチメニュー,麺,1100,2,2200
2021-05-31,スープパンミー,テイクアウト,弁当,1080,1,1080
2021-05-31,お子様セット,テイクアウト,弁当,756,1,756
2021-06-01,カレーラクサ麺,ランチメニュー,麺,990,2,1980
2021-06-01,ナシレマッ,ランチメニュー,ご飯,990,3,2970
2021-06-01,醤油チキンライス,ランチメニュー,ご飯,990,5,4950
2021-06-01,コーヒー,ランチメニュー,セットドリンク,165,2,330
2021-06-01,醤油チキンライス,テイクアウト,ご飯,972,1,972
2021-06-01,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,5,4950
2021-06-01,テータリック,ランチメニュー,セットドリンク,165,4,660
2021-06-01,ミロ,ランチメニュー,セットドリンク,165,1,165
2021-06-01,擂茶,ランチメニュー,ご飯,1100,2,2200
2021-06-01,スープパンミー,ランチメニュー,麺,1100,3,3300
2021-06-02,カレーラクサ麺,ランチメニュー,麺,990,6,5940
2021-06-02,ナシレマッ,ランチメニュー,ご飯,990,2,1980
2021-06-02,醤油チキンライス,ランチメニュー,ご飯,990,7,6930
2021-06-02,コーヒー,ランチメニュー,セットドリンク,165,2,330
2021-06-02,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,4,3960
2021-06-02,テータリック,ランチメニュー,セットドリンク,165,3,495
2021-06-02,コーヒー,アフタヌーンティー,セットドリンク,165,3,495
2021-06-02,擂茶,ランチメニュー,ご飯,1100,2,2200
2021-06-02,スープパンミー,ランチメニュー,麺,1100,11,12100
2021-06-03,カレーラクサ麺,ランチメニュー,麺,990,2,1980
2021-06-03,ナシレマッ,ランチメニュー,ご飯,990,5,4950
2021-06-03,醤油チキンライス,ランチメニュー,ご飯,990,4,3960
2021-06-03,コーヒー,ランチメニュー,セットドリンク,165,2,330
2021-06-03,テータリック,ディナーメニュー,ドリンク,385,2,770
2021-06-03,ナシレマッ,テイクアウト,ご飯,972,2,1944
2021-06-03,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,6,5940
2021-06-03,テータリック,ランチメニュー,セットドリンク,165,6,990
2021-06-03,ミロ,ランチメニュー,セットドリンク,165,2,330
2021-06-03,ホワイト単品,アフタヌーンティー,単品,320,1,320
2021-06-03,全粒粉単品,アフタヌーンティー,単品,385,2,770
2021-06-03,擂茶,ランチメニュー,ご飯,1100,3,3300
2021-06-03,タンブラーバッグ,雑貨,トートバッグ,759,1,759
2021-06-03,黒ゴマのお汁粉芝麻糊,ディナーメニュー,デザート,400,1,400
2021-06-03,スープパンミー,ランチメニュー,麺,1100,5,5500
2021-06-03,黒ゴマのお汁粉芝麻糊,テイクアウト,デザート,400,5,2000
2021-06-03,半熟卵,アフタヌーンティー,単品,55,2,110
2021-06-04,カレーラクサ麺,ランチメニュー,麺,990,2,1980
2021-06-04,醤油チキンライス,ランチメニュー,ご飯,990,1,990
2021-06-04,コーヒー,ランチメニュー,セットドリンク,165,1,165
2021-06-04,紅茶,ディナーメニュー,ドリンク,385,1,385
2021-06-04,ナシレマッ,テイクアウト,ご飯,972,1,972
2021-06-04,ﾃｨﾌｨﾝﾗﾝﾁ,ランチメニュー,ご飯,990,5,4950
2021-06-04,テータリック,ランチメニュー,セットドリンク,165,2,330
2021-06-04,ミロ,ランチメニュー,セットドリンク,165,1,165
2021-06-04,シフォンケーキ単品,アフタヌーンティー,単品,550,1,550
2021-06-04,スープパンミー,ランチメニュー,麺,1100,3,3300
2021-06-05,カレーラクサ麺,ディナーメニュー,麺,1210,5,6050
2021-06-05,ナシレマッ,ディナーメニュー,ご飯,1210,9,10890
2021-06-05,醤油チキンライス,ディナーメニュー,ご飯,1210,3,3630
2021-06-05,野菜春雨炒め,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,756,1,756
2021-06-05,南乳唐揚げ豚,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,767,4,3066
2021-06-05,手羽先の塩卵唐揚げ,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,2,1540
2021-06-05,揚げ饅頭ｶﾚｰﾁｷﾝ付,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,770,1,770
2021-06-05,チキンライス,ディナーメニュー,ﾃｨﾌｨﾝﾃﾞｨﾅｰ,220,1,220
2021-06-05,テータリック,ディナーメニュー,ドリンク,385,13,5005
2021-06-05,コーヒー,ディナーメニュー,ドリンク,385,1,385
2021-06-05,ミロ,ディナーメニュー,ドリンク,385,1,385
